,Cod,Nome,Pop,UF,code,ip_vl_n,cat_ibp
1008,2308807,Moraújo (CE),8833,CE,230880,1.5586,4
1009,2308906,Morrinhos (CE),22830,CE,230890,1.2226,4
1010,2309003,Mucambo (CE),14561,CE,230900,1.0713,4
1011,2309102,Mulungu (CE),11056,CE,230910,0.9283,4
1012,2309201,Nova Olinda (CE),15798,CE,230920,0.8479,4
1013,2309300,Nova Russas (CE),32487,CE,230930,0.8354,4
1014,2309409,Novo Oriente (CE),28737,CE,230940,1.4521,4
1015,2309458,Ocara (CE),25958,CE,230945,1.5113,4
1016,2309508,Orós (CE),21342,CE,230950,0.7943,4
1017,2309607,Pacajus (CE),74145,CE,230960,0.435,4
1018,2309706,Pacatuba (CE),85647,CE,230970,-0.3914,4
1019,2309805,Pacoti (CE),12313,CE,230980,0.4464,4
1020,2309904,Pacujá (CE),6565,CE,230990,0.8527,4
1021,2310001,Palhano (CE),9458,CE,231000,1.1164,4
1022,2310100,Palmácia (CE),13553,CE,231010,1.1568,4
1023,2310209,Paracuru (CE),35526,CE,231020,0.4287,4
1024,2310258,Paraipaba (CE),33232,CE,231025,0.6987,4
1025,2310308,Parambu (CE),31391,CE,231030,1.544,4
1026,2310407,Paramoti (CE),12276,CE,231040,1.3096,4
1027,2310506,Pedra Branca (CE),43359,CE,231050,1.2823,4
1028,2310605,Penaforte (CE),9207,CE,231060,0.5621,4
1029,2310704,Pentecoste (CE),38045,CE,231070,0.9091,4
1030,2310803,Pereiro (CE),16356,CE,231080,1.3476,4
1031,2310852,Pindoretama (CE),20964,CE,231085,0.7170000000000001,4
1032,2310902,Piquet Carneiro (CE),17210,CE,231090,1.1849,4
1033,2310951,Pires Ferreira (CE),11052,CE,231095,1.4151,4
1034,2311009,Poranga (CE),12358,CE,231100,1.5049,4
1035,2311108,Porteiras (CE),14920,CE,231110,1.2322,4
1036,2311207,Potengi (CE),11165,CE,231120,1.5139,4
1037,2311231,Potiretama (CE),6455,CE,231123,1.3787,4
1038,2311264,Quiterianópolis (CE),21246,CE,231126,1.6205,4
1039,2311306,Quixadá (CE),88899,CE,231130,0.6285,4
1040,2311355,Quixelô (CE),16116,CE,231135,1.4180000000000001,4
1041,2311405,Quixeramobim (CE),82455,CE,231140,0.7509999999999999,4
1042,2311504,Quixeré (CE),22432,CE,231150,0.8126,4
1043,2311603,Redenção (CE),29238,CE,231160,0.9319,4
1044,2311702,Reriutaba (CE),18279,CE,231170,1.225,4
1045,2311801,Russas (CE),79550,CE,231180,0.2944,4
1046,2311900,Saboeiro (CE),15757,CE,231190,1.472,4
1047,2311959,Salitre (CE),16714,CE,231195,2.202,4
1048,2312007,Santana do Acaraú (CE),32851,CE,231200,1.4062,4
1049,2312106,Santana do Cariri (CE),17726,CE,231210,1.3307,4
1050,2312205,Santa Quitéria (CE),43719,CE,231220,1.2519,4
1051,2312304,São Benedito (CE),48354,CE,231230,0.8816,4
1052,2312403,São Gonçalo do Amarante (CE),49306,CE,231240,0.5976,4
1053,2312502,São João do Jaguaribe (CE),7557,CE,231250,0.6227,4
1054,2312601,São Luís do Curu (CE),13086,CE,231260,1.1062,4
1055,2312700,Senador Pompeu (CE),25418,CE,231270,0.8611,4
1056,2312809,Senador Sá (CE),7758,CE,231280,1.4186,4
1057,2312908,Sobral (CE),212437,CE,231290,-0.179,4
1058,2313005,Solonópole (CE),18389,CE,231300,0.9897,4
1059,2313104,Tabuleiro do Norte (CE),32079,CE,231310,0.5332,4
1060,2313203,Tamboril (CE),26199,CE,231320,1.45,4
1061,2313252,Tarrafas (CE),8555,CE,231325,1.4552,4
1062,2313302,Tauá (CE),59259,CE,231330,0.9333,4
1063,2313351,Tejuçuoca (CE),19551,CE,231335,1.5219999999999998,4
1064,2313401,Tianguá (CE),77111,CE,231340,0.6847,4
1065,2313500,Trairi (CE),56653,CE,231350,1.3184,4
1066,2313559,Tururu (CE),16588,CE,231355,1.3569,4
1067,2313609,Ubajara (CE),35295,CE,231360,0.899,4
1068,2313708,Umari (CE),7740,CE,231370,1.4925,4
1069,2313757,Umirim (CE),19976,CE,231375,1.4254,4
1070,2313807,Uruburetama (CE),22223,CE,231380,0.8643,4
1071,2313906,Uruoca (CE),13988,CE,231390,1.556,4
1072,2313955,Varjota (CE),18520,CE,231395,0.725,4
1073,2314003,Várzea Alegre (CE),41078,CE,231400,0.9478,4
1074,2314102,Viçosa do Ceará (CE),61916,CE,231410,1.6501,4
1075,2400109,Acari (RN),11106,RN,240010,-0.2208,4
1076,2400208,Açu (RN),58743,RN,240020,0.4228,4
1077,2400307,Afonso Bezerra (RN),11024,RN,240030,1.0166,4
1078,2400406,Água Nova (RN),3293,RN,240040,0.8085,4
1079,2400505,Alexandria (RN),13529,RN,240050,0.9402,4
1080,2400604,Almino Afonso (RN),4685,RN,240060,0.8913,4
1081,2400703,Alto do Rodrigues (RN),14923,RN,240070,0.223,4
1082,2400802,Angicos (RN),11695,RN,240080,0.5306,4
1083,2400901,Antônio Martins (RN),7162,RN,240090,1.1349,4
1084,2401008,Apodi (RN),35904,RN,240100,0.8366,4
1085,2401107,Areia Branca (RN),28156,RN,240110,0.0112,4
1086,2401206,Arês (RN),14526,RN,240120,0.7474,4
1087,2401305,Augusto Severo (RN),9686,RN,240130,1.3919,4
1088,2401404,Baía Formosa (RN),9373,RN,240140,0.514,4
1089,2401453,Baraúna (RN),29112,RN,240145,0.9981,4
1090,2401503,Barcelona (RN),3989,RN,240150,0.9098,4
1091,2401602,Bento Fernandes (RN),5552,RN,240160,1.024,4
1092,2401651,Bodó (RN),2171,RN,240165,0.8009,4
1093,2401701,Bom Jesus (RN),10323,RN,240170,1.0745,4
1094,2401800,Brejinho (RN),12873,RN,240180,0.84,4
1095,2401859,Caiçara do Norte (RN),6572,RN,240185,0.5534,4
1096,2401909,Caiçara do Rio do Vento (RN),3745,RN,240190,0.5658,4
1097,2402006,Caicó (RN),68726,RN,240200,-0.4711,4
1098,2402105,Campo Redondo (RN),11363,RN,240210,0.9341,4
1099,2402204,Canguaretama (RN),34814,RN,240220,0.8363,4
1100,2402303,Caraúbas (RN),20588,RN,240230,0.9359999999999999,4
1101,2402402,Carnaúba dos Dantas (RN),8297,RN,240240,-0.09699999999999999,4
1102,2402501,Carnaubais (RN),10972,RN,240250,0.6491,4
1103,2402600,Ceará-Mirim (RN),74268,RN,240260,0.5028,4
1104,2402709,Cerro Corá (RN),11182,RN,240270,1.0681,4
1105,2402808,Coronel Ezequiel (RN),5501,RN,240280,1.284,4
1106,2402907,Coronel João Pessoa (RN),4918,RN,240290,1.4073,4
1107,2403004,Cruzeta (RN),7968,RN,240300,0.0733,4
1108,2403103,Currais Novos (RN),45022,RN,240310,-0.2259,4
1109,2403202,Doutor Severiano (RN),7068,RN,240320,0.8526,4
1110,2403251,Parnamirim (RN),272490,RN,240325,-0.8672,3
1111,2403301,Encanto (RN),5697,RN,240330,0.6756,4
1112,2403400,Equador (RN),6064,RN,240340,0.5074,4
1113,2403509,Espírito Santo (RN),10463,RN,240350,1.3635,4
1114,2403608,Extremoz (RN),29282,RN,240360,0.1547,4
1115,2403707,Felipe Guerra (RN),6009,RN,240370,0.7211,4
1116,2403756,Fernando Pedroza (RN),3081,RN,240375,0.9699,4
1117,2403806,Florânia (RN),9772,RN,240380,0.2735,4
1118,2403905,Francisco Dantas (RN),2801,RN,240390,0.9847,4
1119,2404002,Frutuoso Gomes (RN),4015,RN,240400,0.8544,4
1120,2404101,Galinhos (RN),2903,RN,240410,1.0079,4
1121,2404200,Goianinha (RN),27004,RN,240420,0.4653,4
1122,2404309,Governador Dix-Sept Rosado (RN),13115,RN,240430,0.9228,4
1123,2404408,Grossos (RN),10541,RN,240440,0.5579999999999999,4
1124,2404507,Guamaré (RN),16261,RN,240450,0.4445,4
1125,2404606,Ielmo Marinho (RN),14033,RN,240460,1.5423,4
1126,2404705,Ipanguaçu (RN),15759,RN,240470,0.9735,4
1127,2404804,Ipueira (RN),2264,RN,240480,0.2558,4
1128,2404853,Itajá (RN),7641,RN,240485,0.6789,4
1129,2404903,Itaú (RN),5916,RN,240490,0.5807,4
1130,2405009,Jaçanã (RN),9341,RN,240500,0.9727,4
1131,2405108,Jandaíra (RN),6907,RN,240510,1.3116,4
1132,2405207,Janduís (RN),5228,RN,240520,0.8263,4
1133,2405306,Januário Cicco (RN),10367,RN,240530,1.6204,4
1134,2405405,Japi (RN),4935,RN,240540,1.5262,4
1135,2405504,Jardim de Angicos (RN),2600,RN,240550,1.3678,4
1136,2405603,Jardim de Piranhas (RN),15044,RN,240560,0.6088,4
1137,2405702,Jardim do Seridó (RN),12397,RN,240570,-0.2156,4
1138,2405801,João Câmara (RN),35360,RN,240580,0.8595,4
1139,2405900,João Dias (RN),2653,RN,240590,1.5884,4
1140,2406007,José da Penha (RN),5941,RN,240600,0.7693,4
1141,2406106,Jucurutu (RN),18335,RN,240610,0.8678,4
1142,2406155,Jundiá (RN),3945,RN,240615,1.354,4
1143,2406205,Lagoa d'Anta (RN),6851,RN,240620,1.1731,4
1144,2406304,Lagoa de Pedras (RN),7624,RN,240630,1.6497,4
1145,2406403,Lagoa de Velhos (RN),2732,RN,240640,0.7818,4
1146,2406502,Lagoa Nova (RN),15880,RN,240650,0.995,4
1147,2406601,Lagoa Salgada (RN),8348,RN,240660,1.5033,4
1148,2406700,Lajes (RN),11410,RN,240670,0.7017,4
1149,2406809,Lajes Pintadas (RN),4768,RN,240680,0.8564,4
1150,2406908,Lucrécia (RN),4053,RN,240690,0.2376,4
1151,2407005,Luís Gomes (RN),10175,RN,240700,1.0932,4
1152,2407104,Macaíba (RN),82828,RN,240710,0.5262,4
1153,2407203,Macau (RN),32260,RN,240720,-0.1424,4
1154,2407252,Major Sales (RN),4102,RN,240725,0.6474,4
1155,2407302,Marcelino Vieira (RN),8325,RN,240730,0.9841,4
1156,2407401,Martins (RN),8790,RN,240740,0.6788,4
1157,2407500,Maxaranguape (RN),12714,RN,240750,0.6351,4
1158,2407609,Messias Targino (RN),4665,RN,240760,1.005,4
1159,2407708,Montanhas (RN),11166,RN,240770,0.9416,4
1160,2407807,Monte Alegre (RN),22698,RN,240780,0.8779,4
1161,2407906,Monte das Gameleiras (RN),2063,RN,240790,0.9989,4
1162,2408003,Mossoró (RN),303792,RN,240800,-0.4826,4
1163,2408102,Natal (RN),896708,RN,240810,-0.8345,3
1164,2408201,Nísia Floresta (RN),28266,RN,240820,0.5424,4
1165,2408300,Nova Cruz (RN),37554,RN,240830,0.9949,4
1166,2408409,Olho d'Água do Borges (RN),4231,RN,240840,1.3444,4
1167,2408508,Ouro Branco (RN),4813,RN,240850,0.3946,4
1168,2408607,Paraná (RN),4298,RN,240860,1.3813,4
1169,2408706,Paraú (RN),3732,RN,240870,0.6743,4
1170,2408805,Parazinho (RN),5307,RN,240880,1.1145,4
1171,2408904,Parelhas (RN),21611,RN,240890,-0.1286,4
1172,2408953,Rio do Fogo (RN),10961,RN,240895,0.9362,4
1173,2409100,Passa e Fica (RN),13667,RN,240910,0.7864,4
1174,2409209,Passagem (RN),3114,RN,240920,0.9132,4
1175,2409308,Patu (RN),12861,RN,240930,0.9239,4
1176,2409332,Santa Maria (RN),5689,RN,240933,1.1039,4
1177,2409407,Pau dos Ferros (RN),30802,RN,240940,-0.1828,4
1178,2409506,Pedra Grande (RN),3163,RN,240950,1.1291,4
1179,2409605,Pedra Preta (RN),2419,RN,240960,1.31,4
1180,2409704,Pedro Avelino (RN),6591,RN,240970,0.83,4
1181,2409803,Pedro Velho (RN),14881,RN,240980,0.9404,4
1182,2409902,Pendências (RN),15411,RN,240990,0.2656,4
1183,2410009,Pilões (RN),3900,RN,241000,0.8596,4
1184,2410108,Poço Branco (RN),15646,RN,241010,1.0922,4
1185,2410207,Portalegre (RN),7944,RN,241020,0.9642,4
1186,2410256,Porto do Mangue (RN),6605,RN,241025,1.2134,4
1187,2410306,Serra Caiada (RN),10646,RN,241030,1.2064,4
1188,2410405,Pureza (RN),9825,RN,241040,1.4363,4
1189,2410504,Rafael Fernandes (RN),5158,RN,241050,0.8315,4
1190,2410603,Rafael Godeiro (RN),3214,RN,241060,0.8267,4
1191,2410702,Riacho da Cruz (RN),3648,RN,241070,0.5612,4
1192,2410801,Riacho de Santana (RN),4194,RN,241080,0.9982,4
1193,2410900,Riachuelo (RN),8310,RN,241090,0.7488,4
1194,2411007,Rodolfo Fernandes (RN),4457,RN,241100,0.9303,4
1195,2411056,Tibau (RN),4173,RN,241105,0.4371,4
1196,2411106,Ruy Barbosa (RN),3584,RN,241110,1.3339,4
1197,2411205,Santa Cruz (RN),40295,RN,241120,0.2844,4
1198,2411403,Santana do Matos (RN),11808,RN,241140,0.995,4
1199,2411429,Santana do Seridó (RN),2699,RN,241142,0.0671,4
1200,2411502,Santo Antônio (RN),24422,RN,241150,0.9264,4
1201,2411601,São Bento do Norte (RN),2687,RN,241160,1.2051,4
1202,2411700,São Bento do Trairí (RN),4541,RN,241170,0.8640000000000001,4
1203,2411809,São Fernando (RN),3606,RN,241180,0.6423,4
1204,2411908,São Francisco do Oeste (RN),4281,RN,241190,0.7309,4
1205,2412005,São Gonçalo do Amarante (RN),104919,RN,241200,-0.2347,4
1206,2412104,São João do Sabugi (RN),6221,RN,241210,0.3181,4
1207,2412203,São José de Mipibu (RN),44566,RN,241220,0.7392,4
1208,2412302,São José do Campestre (RN),12901,RN,241230,0.7624,4
1209,2412401,São José do Seridó (RN),4696,RN,241240,-0.3166,4
1210,2412500,São Miguel (RN),23789,RN,241250,1.014,4
1211,2412559,São Miguel do Gostoso (RN),10441,RN,241255,1.136,4
1212,2412609,São Paulo do Potengi (RN),17858,RN,241260,0.4363,4
1213,2412708,São Pedro (RN),5889,RN,241270,1.1103,4
1214,2412807,São Rafael (RN),8183,RN,241280,0.7693,4
1215,2412906,São Tomé (RN),11051,RN,241290,1.0912,4
1216,2413003,São Vicente (RN),6476,RN,241300,0.3589,4
1217,2413102,Senador Elói de Souza (RN),6167,RN,241310,1.1985,4
1218,2413201,Senador Georgino Avelino (RN),4527,RN,241320,0.8754,4
1219,2413300,Serra de São Bento (RN),5739,RN,241330,1.6159999999999999,4
1220,2413359,Serra do Mel (RN),12225,RN,241335,1.1113,4
1221,2413409,Serra Negra do Norte (RN),8105,RN,241340,0.4077,4
1222,2413508,Serrinha (RN),6128,RN,241350,1.3759,4
1223,2413557,Serrinha dos Pintos (RN),4832,RN,241355,0.8886,4
1224,2413607,Severiano Melo (RN),1743,RN,241360,1.1442,4
1225,2413706,Sítio Novo (RN),5600,RN,241370,1.2037,4
1226,2413805,Taboleiro Grande (RN),2606,RN,241380,0.8903,4
1227,2413904,Taipu (RN),12314,RN,241390,1.4331,4
1228,2414001,Tangará (RN),16008,RN,241400,0.4866,4
1229,2414100,Tenente Ananias (RN),10923,RN,241410,0.8928,4
1230,2414159,Tenente Laurentino Cruz (RN),6085,RN,241415,0.6829999999999999,4
1231,2414209,Tibau do Sul (RN),14694,RN,241420,0.3157,4
1232,2414308,Timbaúba dos Batistas (RN),2427,RN,241430,-0.1946,4
1233,2414407,Touros (RN),33716,RN,241440,1.0665,4
1234,2414456,Triunfo Potiguar (RN),3195,RN,241445,1.1429,4
1235,2414506,Umarizal (RN),10485,RN,241450,0.7235,4
1236,2414605,Upanema (RN),14937,RN,241460,1.2769,4
1237,2414704,Várzea (RN),5529,RN,241470,0.8516,4
1238,2414753,Venha-Ver (RN),4232,RN,241475,1.5449,4
1239,2414803,Vera Cruz (RN),12789,RN,241480,0.9793,4
1240,2414902,Viçosa (RN),1731,RN,241490,0.212,4
1241,2415008,Vila Flor (RN),3217,RN,241500,0.6674,4
1242,2500106,Água Branca (PB),10375,PB,250010,1.0792,4
1243,2500205,Aguiar (PB),5622,PB,250020,1.5611,4
1244,2500304,Alagoa Grande (PB),28384,PB,250030,1.0005,4
1245,2500403,Alagoa Nova (PB),20992,PB,250040,1.0858,4
1246,2500502,Alagoinha (PB),14629,PB,250050,1.2517,4
1247,2500536,Alcantil (PB),5527,PB,250053,1.5524,4
1248,2500577,Algodão de Jandaíra (PB),2588,PB,250057,1.6030000000000002,4
1249,2500601,Alhandra (PB),19865,PB,250060,0.8862,4
1250,2500700,São João do Rio do Peixe (PB),18020,PB,250070,0.9079999999999999,4
1251,2500734,Amparo (PB),2264,PB,250073,0.9981,4
1252,2500775,Aparecida (PB),8482,PB,250077,1.1322,4
1253,2500809,Araçagi (PB),16857,PB,250080,1.6681,4
1254,2500908,Arara (PB),13613,PB,250090,1.1699,4
1255,2501005,Araruna (PB),20610,PB,250100,1.524,4
1256,2501104,Areia (PB),22493,PB,250110,0.9207,4
1257,2501153,Areia de Baraúnas (PB),2105,PB,250115,1.3006,4
1258,2501203,Areial (PB),7054,PB,250120,0.685,4
1259,2501302,Aroeiras (PB),19081,PB,250130,1.6762,4
1260,2501351,Assunção (PB),4067,PB,250135,1.0971,4
1261,2501401,Baía da Traição (PB),9197,PB,250140,1.0349,4
1262,2501500,Bananeiras (PB),21220,PB,250150,1.3999,4
1263,2501534,Baraúna (PB),5033,PB,250153,1.31,4
1264,2501575,Barra de Santana (PB),8338,PB,250157,1.7449,4
1265,2501609,Barra de Santa Rosa (PB),15607,PB,250160,1.3117,4
1266,2501708,Barra de São Miguel (PB),6095,PB,250170,0.7682,4
1267,2501807,Bayeux (PB),97519,PB,250180,-0.0979,4
1268,2501906,Belém (PB),17733,PB,250190,0.7112,4
1269,2502003,Belém do Brejo do Cruz (PB),7356,PB,250200,1.2799,4
1270,2502052,Bernardino Batista (PB),3571,PB,250205,1.5312,4
1271,2502102,Boa Ventura (PB),5248,PB,250210,1.1385,4
1272,2502151,Boa Vista (PB),7218,PB,250215,0.4824,4
1273,2502201,Bom Jesus (PB),2588,PB,250220,0.8522,4
1274,2502300,Bom Sucesso (PB),4937,PB,250230,1.0217,4
1275,2502409,Bonito de Santa Fé (PB),12126,PB,250240,1.0035,4
1276,2502508,Boqueirão (PB),17934,PB,250250,0.4274,4
1277,2502607,Igaracy (PB),6092,PB,250260,1.0582,4
1278,2502706,Borborema (PB),5311,PB,250270,0.8444,4
1279,2502805,Brejo do Cruz (PB),14287,PB,250280,0.8385,4
1280,2502904,Brejo dos Santos (PB),6479,PB,250290,0.8888,4
1281,2503001,Caaporã (PB),22079,PB,250300,0.7526,4
1282,2503100,Cabaceiras (PB),5710,PB,250310,0.5175,4
1283,2503209,Cabedelo (PB),69773,PB,250320,-0.537,4
1284,2503308,Cachoeira dos Índios (PB),10364,PB,250330,1.0182,4
1285,2503407,Cacimba de Areia (PB),3708,PB,250340,0.9962,4
1286,2503506,Cacimba de Dentro (PB),17169,PB,250350,1.3923,4
1287,2503555,Cacimbas (PB),7225,PB,250355,1.7754,4
1288,2503605,Caiçara (PB),7182,PB,250360,0.972,4
1289,2503704,Cajazeiras (PB),62576,PB,250370,0.0722,4
1290,2503753,Cajazeirinhas (PB),3217,PB,250375,1.6316,4
1291,2503803,Caldas Brandão (PB),6077,PB,250380,1.1413,4
1292,2503902,Camalaú (PB),6048,PB,250390,1.2373,4
1293,2504009,Campina Grande (PB),413830,PB,250400,-0.6348,3
1294,2504033,Capim (PB),6715,PB,250403,1.5618,4
1295,2504074,Caraúbas (PB),4206,PB,250407,0.5735,4
1296,2504108,Carrapateira (PB),2714,PB,250410,0.9516,4
1297,2504157,Casserengue (PB),7530,PB,250415,1.8672,4
1298,2504207,Catingueira (PB),4938,PB,250420,1.3496,4
1299,2504306,Catolé do Rocha (PB),30819,PB,250430,0.4302,4
1300,2504355,Caturité (PB),4898,PB,250435,0.8259,4
1301,2504405,Conceição (PB),19030,PB,250440,1.2562,4
1302,2504504,Condado (PB),6662,PB,250450,0.8214,4
1303,2504603,Conde (PB),25341,PB,250460,0.8864,4
1304,2504702,Congo (PB),4787,PB,250470,0.9677,4
1305,2504801,Coremas (PB),15438,PB,250480,0.9271,4
1306,2504850,Coxixola (PB),1948,PB,250485,0.4401,4
1307,2504900,Cruz do Espírito Santo (PB),17599,PB,250490,1.4471,4
1308,2505006,Cubati (PB),7866,PB,250500,1.0503,4
1309,2505105,Cuité (PB),20331,PB,250510,1.103,4
1310,2505204,Cuitegi (PB),6748,PB,250520,1.0441,4
1311,2505238,Cuité de Mamanguape (PB),6360,PB,250523,1.9325,4
1312,2505279,Curral de Cima (PB),5209,PB,250527,2.0639,4
1313,2505303,Curral Velho (PB),2508,PB,250530,1.3354,4
1314,2505352,Damião (PB),5409,PB,250535,1.8573,4
1315,2505402,Desterro (PB),8332,PB,250540,0.8805,4
1316,2505501,Vista Serrana (PB),3850,PB,250550,1.0225,4
1317,2505600,Diamante (PB),6506,PB,250560,1.3128,4
1318,2505709,Dona Inês (PB),10375,PB,250570,1.8098,4
1319,2505808,Duas Estradas (PB),3569,PB,250580,0.8983,4
1320,2505907,Emas (PB),3556,PB,250590,0.8708,4
1321,2506004,Esperança (PB),33386,PB,250600,0.5925,4
1322,2506103,Fagundes (PB),11180,PB,250610,1.3658,4
1323,2506202,Frei Martinho (PB),2989,PB,250620,0.5451,4
1324,2506251,Gado Bravo (PB),8292,PB,250625,2.0652,4
1325,2506301,Guarabira (PB),59389,PB,250630,-0.094,4
1326,2506400,Gurinhém (PB),14125,PB,250640,1.5261,4
1327,2506509,Gurjão (PB),3477,PB,250650,0.5393,4
1328,2506608,Ibiara (PB),5877,PB,250660,1.4874,4
1329,2506707,Imaculada (PB),11877,PB,250670,1.4862,4
1330,2506806,Ingá (PB),18184,PB,250680,1.3319,4
1331,2506905,Itabaiana (PB),24363,PB,250690,0.6935,4
1332,2507002,Itaporanga (PB),24960,PB,250700,0.3605,4
1333,2507101,Itapororoca (PB),18978,PB,250710,1.3171,4
1334,2507200,Itatuba (PB),11069,PB,250720,1.5351,4
1335,2507309,Jacaraú (PB),14467,PB,250730,1.2695,4
1336,2507408,Jericó (PB),7751,PB,250740,0.8478,4
1337,2507507,João Pessoa (PB),825796,PB,250750,-0.8781,3
1338,2507606,Juarez Távora (PB),8014,PB,250760,1.15,4
1339,2507705,Juazeirinho (PB),18422,PB,250770,1.0136,4
1340,2507804,Junco do Seridó (PB),7238,PB,250780,0.6062,4
1341,2507903,Juripiranga (PB),10830,PB,250790,1.1592,4
1342,2508000,Juru (PB),9831,PB,250800,1.3311,4
1343,2508109,Lagoa (PB),4640,PB,250810,1.5099,4
1344,2508208,Lagoa de Dentro (PB),7754,PB,250820,1.1944,4
1345,2508307,Lagoa Seca (PB),27728,PB,250830,0.6356,4
1346,2508406,Lastro (PB),2698,PB,250840,1.5297,4
1347,2508505,Livramento (PB),7274,PB,250850,1.0274,4
1348,2508554,Logradouro (PB),4406,PB,250855,1.198,4
1349,2508604,Lucena (PB),13344,PB,250860,0.7837,4
1350,2508703,Mãe d'Água (PB),3988,PB,250870,1.1392,4
1351,2508802,Malta (PB),5745,PB,250880,0.3983,4
1352,2508901,Mamanguape (PB),45385,PB,250890,0.9144,4
1353,2509008,Manaíra (PB),10988,PB,250900,1.6286,4
1354,2509057,Marcação (PB),8746,PB,250905,1.4587,4
1355,2509107,Mari (PB),21895,PB,250910,1.1241,4
1356,2509156,Marizópolis (PB),6689,PB,250915,0.7379,4
1357,2509206,Massaranduba (PB),14077,PB,250920,1.2675,4
1358,2509305,Mataraca (PB),8642,PB,250930,0.8955,4
1359,2509339,Matinhas (PB),4528,PB,250933,1.9303,4
1360,2509370,Mato Grosso (PB),2944,PB,250937,1.2953,4
1361,2509396,Maturéia (PB),6690,PB,250939,1.0537,4
1362,2509404,Mogeiro (PB),13238,PB,250940,1.5086,4
1363,2509503,Montadas (PB),5806,PB,250950,0.7178,4
1364,2509602,Monte Horebe (PB),4867,PB,250960,1.0448,4
1365,2509701,Monteiro (PB),33638,PB,250970,0.6491,4
1366,2509800,Mulungu (PB),9962,PB,250980,1.4349,4
1367,2509909,Natuba (PB),10449,PB,250990,1.8575,4
1368,2510006,Nazarezinho (PB),7271,PB,251000,1.5018,4
1369,2510105,Nova Floresta (PB),10614,PB,251010,0.8422,4
1370,2510204,Nova Olinda (PB),5892,PB,251020,1.2034,4
1371,2510303,Nova Palmeira (PB),5011,PB,251030,0.6176,4
1372,2510402,Olho d'Água (PB),6399,PB,251040,1.4024,4
1373,2510501,Olivedos (PB),3989,PB,251050,0.7697,4
1374,2510600,Ouro Velho (PB),3052,PB,251060,0.693,4
1375,2510659,Parari (PB),1747,PB,251065,0.5379999999999999,4
1376,2510709,Passagem (PB),2453,PB,251070,0.7932,4
1377,2510808,Patos (PB),108766,PB,251080,-0.2683,4
1378,2510907,Paulista (PB),12411,PB,251090,1.1977,4
1379,2511004,Pedra Branca (PB),3802,PB,251100,0.7368,4
1380,2511103,Pedra Lavrada (PB),7954,PB,251110,1.1292,4
1381,2511202,Pedras de Fogo (PB),28607,PB,251120,1.0898,4
1382,2511301,Piancó (PB),16147,PB,251130,0.7792,4
1383,2511400,Picuí (PB),18737,PB,251140,0.5358,4
1384,2511509,Pilar (PB),12036,PB,251150,1.1925,4
1385,2511608,Pilões (PB),6518,PB,251160,1.5293,4
1386,2511707,Pilõezinhos (PB),4937,PB,251170,1.1477,4
1387,2511806,Pirpirituba (PB),10590,PB,251180,0.812,4
1388,2511905,Pitimbu (PB),19478,PB,251190,1.2205,4
1389,2512002,Pocinhos (PB),18848,PB,251200,0.812,4
1390,2512036,Poço Dantas (PB),3877,PB,251203,1.5486,4
1391,2512077,Poço de José de Moura (PB),4366,PB,251207,0.8425,4
1392,2512101,Pombal (PB),32803,PB,251210,0.4346,4
1393,2512200,Prata (PB),4265,PB,251220,0.7340000000000001,4
1394,2512309,Princesa Isabel (PB),23749,PB,251230,0.5111,4
1395,2512408,Puxinanã (PB),13801,PB,251240,0.4027,4
1396,2512507,Queimadas (PB),44388,PB,251250,0.5479999999999999,4
1397,2512606,Quixaba (PB),2009,PB,251260,1.1087,4
1398,2512705,Remígio (PB),19973,PB,251270,0.7765,4
1399,2512721,Pedro Régis (PB),6139,PB,251272,1.8718,4
1400,2512747,Riachão (PB),3650,PB,251274,1.2461,4
1401,2512754,Riachão do Bacamarte (PB),4562,PB,251275,1.3519999999999999,4
1402,2512762,Riachão do Poço (PB),4571,PB,251276,1.537,4
1403,2512788,Riacho de Santo Antônio (PB),1999,PB,251278,0.6727,4
1404,2512804,Riacho dos Cavalos (PB),8555,PB,251280,1.3043,4
1405,2512903,Rio Tinto (PB),24258,PB,251290,1.003,4
1406,2513000,Salgadinho (PB),3975,PB,251300,1.7379,4
1407,2513109,Salgado de São Félix (PB),12123,PB,251310,1.6281,4
1408,2513158,Santa Cecília (PB),6526,PB,251315,2.0276,4
1409,2513208,Santa Cruz (PB),6579,PB,251320,0.7193,4
1410,2513307,Santa Helena (PB),5853,PB,251330,0.8114,4
1411,2513356,Santa Inês (PB),3591,PB,251335,1.7043,4
1412,2513406,Santa Luzia (PB),15470,PB,251340,-0.0162,4
1413,2513505,Santana de Mangueira (PB),5098,PB,251350,1.9151,4
1414,2513604,Santana dos Garrotes (PB),6942,PB,251360,1.3676,4
1415,2513653,Joca Claudino (PB),2640,PB,251365,1.2717,4
1416,2513703,Santa Rita (PB),138093,PB,251370,0.375,4
1417,2513802,Santa Teresinha (PB),4550,PB,251380,0.5959,4
1418,2513851,Santo André (PB),2496,PB,251385,1.382,4
1419,2513901,São Bento (PB),34650,PB,251390,0.8026,4
1420,2513927,São Bentinho (PB),4602,PB,251392,0.9853,4
1421,2513943,São Domingos do Cariri (PB),2645,PB,251394,0.645,4
1422,2513968,São Domingos (PB),3119,PB,251396,1.6818,4
1423,2513984,São Francisco (PB),3377,PB,251398,1.0296,4
1424,2514008,São João do Cariri (PB),4170,PB,251400,0.3303,4
