name,mean,CIme_L,CIme_H,median,CImd_L,CImd_H
CS_SEXO_F_CURA,12.615459994214165,12.615362333718362,12.615557654709967,7.0,7.0,7.0
CS_SEXO_F_MORTE,11.483831345314735,11.483696365401205,11.483966325228266,9.0,9.0,9.0
CS_SEXO_I,13.692640692640692,13.452746202504018,13.932535182777366,9.0,7.0,10.0
CS_SEXO_I_CURA,15.89937106918239,15.571873832078408,16.22686830628637,9.0,7.0,10.0
CS_SEXO_I_MORTE,8.819444444444445,7.970969497155057,9.667919391733832,8.0,5.0,11.0
RACA_nan,13.242084780827994,13.241926393319554,13.242243168336435,8.0,8.0,8.0
RACA_nan_CURA,13.46588989972896,13.465642967561681,13.46613683189624,7.0,7.0,7.0
RACA_nan_MORTE,12.710876403512604,12.710492179264595,12.711260627760613,10.0,10.0,10.0
RACA_Branca,12.00655605580568,12.006502325306547,12.006609786304812,8.0,8.0,8.0
RACA_Branca_MORTE,12.516385338799132,12.516247149125062,12.516523528473202,10.0,10.0,10.0
RACA_Branca_CURA,11.73712034323096,11.737033816614344,11.737206869847574,7.0,7.0,7.0
RACA_Preta,12.092237165502196,12.091599099029892,12.0928752319745,8.0,8.0,8.0
RACA_Preta_CURA,13.20444402687086,13.203242078530904,13.205645975210816,7.0,7.0,7.0
RACA_Preta_MORTE,10.505829536317341,10.504562722993853,10.507096349640829,8.0,8.0,8.0
RACA_Parda,12.35557236456989,12.35549380296779,12.35565092617199,8.0,8.0,8.0
RACA_Parda_MORTE,11.033421906439843,11.033257159607997,11.033586653271689,8.0,8.0,9.0
RACA_Parda_CURA,13.119754714566326,13.119617008637706,13.119892420494947,7.0,7.0,7.0
RACA_Amarela,12.172558669947783,12.16992962029824,12.175187719597327,8.0,8.0,8.0
RACA_Amarela_MORTE,12.095255342267295,12.08924824440933,12.10126244012526,10.0,9.0,10.0
RACA_Amarela_CURA,12.210880689469432,12.206552535227887,12.215208843710977,7.0,7.0,7.0
RACA_Indigena,11.233650416171225,11.218161829130862,11.249139003211587,7.0,6.0,7.0
RACA_Indigena_CURA,12.977958792525156,12.950892799932463,13.005024785117849,7.0,6.0,7.0
RACA_Indigena_MORTE,8.382928739232577,8.348915440290694,8.41694203817446,7.0,6.0,7.0
BDIGRP_BDI1,12.802542660256021,12.802391271661522,12.80269404885052,8.0,8.0,8.0
BDIGRP_BDI1_CURA,13.116736873984747,13.116484365530344,13.11698938243915,7.0,7.0,7.0
BDIGRP_BDI1_MORTE,12.193141565353601,12.192799875123487,12.193483255583715,9.0,9.0,10.0
BDIGRP_BDI2,11.603672610597025,11.603567030587259,11.603778190606791,7.0,7.0,8.0
BDIGRP_BDI2_CURA,11.257631564762743,11.257469605858748,11.257793523666738,7.0,7.0,7.0
BDIGRP_BDI2_MORTE,12.300594349607838,12.3002931941753,12.300895505040376,10.0,9.0,10.0
BDIGRP_BDI0,11.953668034315553,11.953576826071615,11.953759242559492,8.0,8.0,8.0
BDIGRP_BDI0_MORTE,13.98518946506813,13.98488704617044,13.98549188396582,11.0,11.0,11.0
BDIGRP_BDI0_CURA,11.041512452438603,11.041382693164174,11.041642211713032,7.0,7.0,7.0
BDIGRP_BDI3,12.59440346370996,12.594256439053378,12.59455048836654,8.0,8.0,8.0
BDIGRP_BDI3_MORTE,10.990060635857096,10.989783019071245,10.990338252642948,8.0,8.0,9.0
BDIGRP_BDI3_CURA,13.544108302653726,13.543841833654923,13.544374771652528,7.0,7.0,7.0
BDIGRP_BDI4,12.778691083777192,12.778539389117524,12.778842778436859,7.0,7.0,7.0
BDIGRP_BDI4_CURA,14.470802329343254,14.470519695848981,14.471084962837526,7.0,7.0,7.0
BDIGRP_BDI4_MORTE,10.114940516452473,10.114661090129554,10.115219942775392,8.0,8.0,8.0
BDIGRP_,12.859408033826638,12.858523719469327,12.860292348183949,8.0,8.0,8.0
BDIGRP__CURA,11.614065678581808,11.612899157255127,11.615232199908489,7.0,7.0,7.0
BDIGRP__MORTE,16.18386346004655,16.180369990688504,16.187356929404594,13.0,12.0,13.0
VACINA_False,12.37298547463852,12.372956644215005,12.373014305062036,8.0,8.0,8.0
VACINA_False_CURA,12.625908644771611,12.625861117608284,12.625956171934938,7.0,7.0,7.0
VACINA_False_MORTE,11.88774081406016,11.887672207913154,11.887809420207168,9.0,9.0,9.0
VACINA_True,12.188528481012659,12.188307814388857,12.188749147636461,8.0,8.0,8.0
VACINA_True_CURA,12.283257860948952,12.282851391058491,12.283664330839413,7.0,7.0,7.0
VACINA_True_MORTE,12.033006896963544,12.032598728166036,12.033415065761051,9.0,9.0,9.0
COMOR_NO,11.557819860226154,11.557751141263797,11.55788857918851,7.0,7.0,7.0
COMOR_NO_CURA,11.878658395426491,11.878563312478038,11.878753478374945,6.0,6.0,7.0
COMOR_NO_MORTE,10.563757491763619,10.563520882538247,10.56399410098899,9.0,9.0,9.0
COMOR_YES,12.882878413379125,12.882838168174132,12.882918658584117,8.0,8.0,8.0
COMOR_YES_MORTE,12.429195211387588,12.429117121832823,12.429273300942354,9.0,9.0,9.0
COMOR_YES_CURA,13.20405268592779,13.20397585417825,13.20412951767733,8.0,8.0,8.0
