name,mean,CIme_L,CIme_H,median,CImd_L,CImd_H
BDIGRP_BDI0_MORTE,13.978747990353698,13.978295208612135,13.979200772095261,11.0,11.0,11.0
BDIGRP_BDI4,11.904307857806463,11.904018094880422,11.904597620732504,8.0,8.0,8.0
BDIGRP_BDI4_CURA,13.095249513761223,13.09427231263267,13.096226714889776,8.0,8.0,8.0
BDIGRP_BDI4_MORTE,11.213667686412657,11.213288614058351,11.214046758766964,8.0,8.0,8.0
BDIGRP_,13.761430414218145,13.759298130514326,13.763562697921964,9.0,9.0,9.0
BDIGRP__CURA,12.280868012635628,12.27679403625441,12.284941989016845,7.0,7.0,8.0
BDIGRP__MORTE,15.376891952644987,15.372466716296415,15.38131718899356,12.0,11.0,12.0
VACINA_False,13.145139867095615,13.145069649894921,13.145210084296309,9.0,9.0,9.0
VACINA_False_MORTE,12.519512432485037,12.519417680765942,12.519607184204132,9.0,9.0,9.0
VACINA_False_CURA,14.002548383562688,14.002342340182452,14.002754426942925,8.0,8.0,8.0
VACINA_True,12.688230457982042,12.687760315546004,12.68870060041808,9.0,9.0,9.0
VACINA_True_CURA,12.951157860404436,12.949732908261698,12.952582812547174,8.0,8.0,8.0
VACINA_True_MORTE,12.516277829622718,12.515620584511101,12.516935074734334,9.0,9.0,10.0
COMOR_YES,13.294404078448116,13.294318155319186,13.294490001577046,9.0,9.0,9.0
COMOR_YES_MORTE,12.571047813477211,12.570941293192018,12.571154333762404,9.0,9.0,9.0
COMOR_YES_CURA,14.512485761252874,14.51218888800799,14.512782634497757,9.0,9.0,9.0
COMOR_NO,12.621217682204078,12.621003559711264,12.621431804696892,9.0,8.0,9.0
COMOR_NO_CURA,12.85810057137654,12.857638862152953,12.858562280600125,8.0,8.0,8.0
COMOR_NO_MORTE,12.355564632449612,12.355194494844689,12.355934770054535,10.0,10.0,10.0
